,real_t250,real_t500,real_t750,real_t1000,knn_t250,knn_t500,knn_t750,knn_t1000,knn_sqrt_t250,knn_sqrt_t500,knn_sqrt_t750,knn_sqrt_t1000
19,"[[0.0, 0.0, 0.0], [0.30803555044938713, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.8519393031286683, 0.0, 0.0], [0.0, 0.0, 0.0], [0.09913939536077922, 0.0, 0.0]]","[[0.0, 0.0, 1.4153246648647582], [0.3987953542968569, 0.0, 0.7965926577077064], [1.5045702143398292, 0.0, 0.0]]","[[0.0, 0.20355305677487054, 0.5543788846738189], [0.0, 0.0, 0.013751939161053127], [1.0294562740391846, 0.14206724561298237, 0.0]]","[[0.0, 0.020285493904945745, 0.01741575639497342], [0.2993399725722063, 0.0, 0.030622166060810446], [0.014194616619152039, 0.07302352961744112, 0.038421834534923725]]","[[0.7523546003577709, 0.0002829745974589922, 0.0], [0.0, 0.0, 0.0], [0.0020596745721427174, 0.0, 0.0]]","[[0.0, 0.0, 0.7053438293521329], [0.07205180376854146, 0.0, 0.17418180874879846], [1.0350859198679994, 0.0, 0.0]]","[[0.0, 0.13271696974986466, 0.4555420699875806], [0.0, 0.0, 0.0], [0.7420808931433535, 0.08877248988518249, 0.0]]","[[0.0, 0.0, 0.0], [0.21028047438411676, 0.0030184185036208552, 0.0], [0.0, 0.0, 0.0]]","[[0.7081913145577051, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.6315705138783565], [0.0, 0.0, 0.05697330215137082], [0.9410095858874341, 0.0, 0.0]]","[[0.0, 0.10456330612950081, 0.41384668304950206], [0.0, 0.0, 0.0], [0.6424532719747157, 0.04891475183335128, 0.0]]"
20,"[[0.0, 0.9229525007141193, 0.0], [1.1465185461523502, 0.0, 0.0], [0.4613115674907125, 0.0, 0.3168256119565988]]","[[0.0, 0.0, 0.6116264823454519], [0.0, 0.0, 0.0], [0.0, 0.0, 1.2000537413991716]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8240715211992191]]","[[1.0554584637537114, 0.0, 0.0], [0.28924115659297983, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.7652286832015738, 0.0], [0.7400209484024391, 0.0, 0.0], [0.14750643664628332, 0.0, 0.14397157815395517]]","[[0.0, 0.0, 0.3033420977519798], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8799774869913346]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.766655248658139]]","[[0.9531820888440041, 0.0, 0.0], [0.20964627609359138, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.6548187913841685, 0.0], [0.6215392343435263, 0.0, 0.0], [0.07625522429580407, 0.0, 0.1317647163466376]]","[[0.0, 0.0, 0.2265185799998241], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7895021589239579]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.71413654728754]]","[[0.8723678492266143, 0.0, 0.0], [0.14792295019453566, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,"[[0.0, 0.581228076226175, 0.0], [1.067001459574707, 0.022265625134877984, 0.4325359576846088], [0.0, 0.0, 0.0]]","[[0.0, 0.001456299732131629, 0.0], [0.022437917118463584, 0.0, -0.001447217481762883], [-0.0002647610877376437, -3.2710266042157203e-06, 0.7764520497879615]]","[[0.0, 0.2122702989334969, 0.8791368055035891], [0.26210534670359026, 0.0, 0.009210069629886136], [1.0732053534865924, 0.0, 0.0]]","[[0.003320030437249661, 0.0, 0.4426751448676268], [0.0, 0.8026016399831993, 0.1680203132258147], [0.18794089412638276, 0.0, 0.0]]","[[0.0, 0.2139846456926073, 0.0], [0.7385678035581803, 0.0, 0.30918427179359254], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.002474815567156005, 0.0, 0.0], [0.0, 0.0, 0.698477257489201]]","[[0.0, 0.2086721975154285, 0.7961142410240145], [0.07884558520412856, 0.0, 0.0], [0.7653516815086443, 0.0, 0.0]]","[[0.0, 0.0, 0.3582487851854321], [0.0, 0.6861577402620861, 0.08100562747693144], [0.131327600681354, 0.0, 0.0]]","[[0.0, 0.24740965617687485, 0.0], [0.6727770784003753, 0.0025619008868250563, 0.28708019790837713], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.641822431089572]]","[[0.0, 0.15141635493885913, 0.7278795140814498], [0.0, 0.0, 0.0], [0.6520047080381635, 0.0, 0.0]]","[[0.0, 0.0, 0.3056149037782851], [0.0, 0.6571200102638609, 0.03021508659332987], [0.13374345871350152, 0.0, 0.0]]"
22,"[[0.30148655426523197, 0.13405971818221624, -0.002297460600337396], [0.4906096407723136, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.007043461624016571, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.0967976005066182]]","[[0.0, 1.002979217134632, 0.0], [1.1294032756236652, 0.0, 0.0], [0.4676554521590889, 0.0, 0.0]]","[[0.0, 0.0, 0.38436423035855233], [0.0, 0.0, 0.0], [0.0, 0.11006450606837467, 0.0]]","[[0.18875353366042544, 0.08171306091976789, 0.0], [0.36356144808810015, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9343828593647926]]","[[0.0, 0.9305753723613557, 0.0], [0.8321163475303203, 0.0, 0.0], [0.18083676578514343, 0.0, 0.0]]","[[0.0, 0.0, 0.3227875232844452], [0.0, 0.0, 0.0], [0.0, 0.07789249923962509, 0.0]]","[[0.13771507075208264, 0.01318359269670341, 0.0], [0.2604580843677835, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9214354349032002]]","[[0.0, 0.8665789221065497, 0.0], [0.755447167919702, 0.0, 0.0], [0.09974413627398841, 0.0, 0.0]]","[[0.0, 0.0, 0.276047832670917], [0.0, 0.0, 0.0], [0.0, 0.0651562329709135, 0.0]]"
23,"[[0.0, 0.41619868033258806, 1.157864516955174], [0.0, 0.9783151849366244, 0.0], [0.0, 0.0, 0.0]]","[[0.05401767168743783, 0.0017422999482978937, -0.0005388701222324929], [0.0, 0.7834778340659903, 0.23195099783355547], [0.0, 0.0, 0.0]]","[[0.0, 0.6567737135588226, 0.0], [0.0, 0.0, 0.0], [0.0, 0.18252471104364312, 0.0]]","[[0.0, 0.8763498862173827, 0.030811269214044295], [0.0, 0.0, 0.0], [0.0, 0.01885676572542225, 0.0]]","[[0.0, 0.14085206718315055, 0.3309155894757778], [0.0, 0.6191679731781734, 0.0], [0.0, 0.0, 0.0]]","[[0.03632731791555839, 0.0, 0.0], [0.0, 0.5298414013869127, 0.11950221110426958], [0.0, 0.0, 0.0]]","[[0.0, 0.4683064172535873, 0.0], [0.0, 0.0, 0.0], [0.0, 0.05820416904054218, 0.0]]","[[0.0, 0.6479433294276776, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.06370928376449957, 0.17304891346536194], [0.0, 0.5947162247085841, 0.0], [0.0, 0.0, 0.0]]","[[0.00240110385909751, 0.0, 0.0], [0.0, 0.49491440170558504, 0.09123074974999686], [0.0, 0.0, 0.0]]","[[0.0, 0.3932036280652158, 0.0], [0.0, 0.0, 0.0], [0.0, 0.02221362040493334, 0.0]]","[[0.0, 0.5127124747377946, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.6308753800686397]]","[[0.5021422900784562, 0.0, 0.0], [0.0, 1.507594877288337, 0.0], [0.0, 0.6631725652684612, 0.0]]","[[0.0, 3.1774459577761114, 0.0], [0.0, 3.931718258594372, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.014280445045199548, 0.6382113390914049]]","[[0.4146304827980294, 0.0, 0.0], [0.0, 1.160740137624085, 0.0], [0.0, 0.2576294927702088, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.5683852989140409]]","[[0.3457690907135583, 0.0, 0.0], [0.0, 1.0632190046191705, 0.0], [0.0, 0.1593754603055569, 0.0]]","[[0.026726924414930606, 0.0, 0.0260306805236327], [0.0, 0.1094582181659447, 0.0], [0.03285840145400239, 0.0, 0.034211053049508944]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,"[[0.0, 1.0460986146257945, 0.0], [0.0, 0.0, 0.0], [0.0, 0.15358291413344946, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.09319706266154981, 0.0, 0.6592875784427952], [0.0, 0.0, 0.0], [0.38549084598108296, 0.4661004616553052, 0.015946603431115806]]","[[0.0, 0.49963831038764817, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.020479746052880037, 0.5856676169286833, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.004569931498937418, 0.0], [0.0, 0.0, 0.0]]","[[0.021634947899228353, 0.0, 0.37949234338585736], [0.0, 0.0, 0.0], [0.19449987464807236, 0.2775308743665471, 0.0]]","[[0.0, 0.40806121305816856, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.368330902936229, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.016097936967068547, 0.0, 0.31549514402671736], [0.0, 0.0, 0.0], [0.19439861751505022, 0.25824665047332934, 0.0]]","[[0.0, 0.3565983015442301, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,"[[0.13060106627830517, 0.0, 0.0], [0.4246619148201905, 0.0753040987782983, 0.20465118605508992], [0.0, 0.38635010875748615, 0.532785958207179]]","[[0.0, 0.16559882543913634, 0.2344259578869884], [0.5788136639076097, 0.0, 0.07900555366373004], [0.0, 0.6832063557564889, 0.0]]","[[0.8879305980268505, 0.0793590625932898, 0.0], [0.0, 0.0, 0.06756905694193059], [0.0, 0.07522164632129565, 0.015885129195082875]]","[[0.0, 0.0, 0.0], [0.0, 1.5800648665096373, 0.0], [1.9315634446696586, 0.7344133229434959, 0.0]]","[[0.0, 0.0, 0.0], [0.15735211522044493, 0.03399931829557767, 0.03509930530774764], [0.0, 0.09106654778803543, 0.11169764452525827]]","[[0.0, 0.014719910827652822, 0.1747610392349776], [0.38057008462320985, 0.0, 0.03219637938469029], [0.0, 0.42490019000861257, 0.0]]","[[0.7943907045327945, 0.0568360306118939, 0.0], [0.0, 0.0, 0.004341217717482229], [0.0, 0.05636830336284394, 0.006448357037970466]]","[[0.0, 0.0, 0.0], [0.0, 0.9417412708271794, 0.0], [0.017528074340193826, 0.12823519167545763, 0.0]]","[[0.0, 0.0, 0.0], [0.18624050629323524, 0.029320085064106848, 0.041844433167031465], [0.0, 0.0915801119791134, 0.14939241444124754]]","[[0.0, 0.0, 0.12579474230409315], [0.31981452353039436, 0.0, 0.0], [0.0, 0.3396091154056032, 0.0]]","[[0.7258006489480273, 0.0239625087735882, 0.0], [0.0, 0.0, 0.0], [0.0, 0.028463502008323288, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8619371666025383, 0.0], [0.0, 0.018414836958974327, 0.0]]"
27,"[[1.0438456477611957, 0.0, 0.0], [0.027796389079484802, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 1.52483222943544], [0.0, 0.7850528946918457, 0.0], [0.0, 0.0, 0.0]]","[[0.37700309327694037, 0.11688056530279488, 0.5957847513604156], [0.0, 0.0, 0.0], [0.2100619142406959, 0.0, 0.0]]","[[0.0, 0.0, 0.8040198409836185], [7.287751055971938e-05, 0.05335684473131082, 0.0], [0.28394876802792446, 0.4809068214736815, 0.15768243165130327]]","[[1.0063271340427615, 0.0, 0.0], [0.05384254768966053, 0.04525565269453361, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.2893897491266231], [0.0, 0.5605324650196046, 0.0], [0.0, 0.0, 0.0]]","[[0.19087304844121605, 0.020203486082742153, 0.3009053822534528], [0.0, 0.0, 0.0], [0.07606926894770835, 0.0, 0.0]]","[[0.0, 0.0, 0.5157177261696645], [0.0, 0.0073729574923416955, 0.0], [0.22372405434466372, 0.38260661370908366, 0.0017253307066532216]]","[[0.9105785912003346, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.11878395792911688], [0.0, 0.5032161853718543, 0.0], [0.0, 0.0, 0.0]]","[[0.16037652516008352, 0.02056518764206885, 0.29802946417776344], [0.0, 0.0, 0.0], [0.04670072471788849, 0.0, 0.0]]","[[0.0, 0.0, 0.45271741563597623], [0.0, 0.0, 0.0], [0.20945470038489006, 0.3427553942425215, 0.0]]"
28,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.7977803825542616, 0.1040392145427342, 0.0], [0.10517948150300858, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.02818474983590901, 0.004084882470538527, 0.0], [0.0, 0.0, 0.0], [0.15361546298412013, 0.5577248069883235, 0.8533805945658748]]","[[1.4204641438854255, 0.0, 0.0], [0.6725351761520926, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0076368995020765235, 0.0, 0.0008221381883241012], [0.013498473254605759, 0.07262517932047131, 0.0]]","[[0.6807056091405028, 0.07552204941918228, 0.0], [0.008616252495268244, 0.0, 0.0], [0.0, 0.009240584516821616, 0.00990678414306464]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2544788003825024, 0.4225213973133192]]","[[1.123596921665938, 0.0, 0.0], [0.4002172187932012, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.007347589726309886, 0.007988122327493198, 0.0]]","[[0.6272461850658777, 0.044030439207110146, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.2453597127187252, 0.3989318324973571]]","[[1.035645063458032, 0.0, 0.0], [0.2925492723422181, 0.0, 0.0], [0.0, 0.0, 0.0]]"
29,"[[0.31523593224418367, 0.0, 0.0], [0.0, -0.002905382592379337, 0.3932955966721014], [0.0, 0.0, 1.3599378561953384]]","[[0.0, 0.0, 0.0], [3.403236404451127, 0.0, 0.11994629360302311], [1.477709029719163, 2.179831903880552, 1.0530537280965464]]","[[0.0, 0.0, 0.0], [1.4669021749157196, 0.0, 0.022846796204228057], [0.0, 1.0427147930044585, 0.6291000810554379]]","[[0.03303143608755728, 0.0, 0.0], [0.0, 0.8892714685805544, 0.0], [0.04661847379233414, 0.0, 0.0]]","[[0.20485948569009754, 0.0, 0.0], [0.0, 0.0, 0.17044329088067117], [0.0, 0.0, 1.178389746561488]]","[[0.0, 0.0, 0.0], [0.4120887356865155, 0.05016855842140466, 0.0], [0.0, 0.0, 0.027620843901359236]]","[[0.0, 0.0, 0.0], [0.6286972989629823, 0.0, 0.0], [0.0, 0.34669074319946896, 0.139450867169054]]","[[0.0, 0.0, 0.0], [0.0, 0.8263094186198773, 0.0], [0.02884090988035608, 0.0, 0.0]]","[[0.16130459809146316, 0.0, 0.0], [0.0, 0.0, 0.03649381741688589], [0.0, 0.0, 1.0644315565219313]]","[[0.0, 0.0, 0.0], [0.23367646605159345, 0.12144241177786075, 0.0], [0.0, 0.0, 0.037062488223042096]]","[[0.0, 0.0, 0.0], [0.5454861943335905, 0.0, 0.0], [0.0, 0.2760483795208469, 0.1256836216486919]]","[[0.0, 0.0, 0.0], [0.0, 0.7933936065873042, 0.0], [0.014260212076668895, 0.0, 0.0]]"
30,"[[0.024552702123224093, 0.0, 1.2632891551557235], [0.0, 0.046330776626196835, 0.0], [0.008405830184567037, 0.0, 2.24025310750808]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.23133964640556978, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.7251965893981559, 2.2598743960895717], [0.9544765755079949, 0.0, 0.0], [0.0, 0.0, 0.002674483866582613]]","[[0.0, 0.0, 0.25833815998861787], [0.0, 0.0, 0.0], [0.0, 0.0, 1.2874429696712812]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.17795315102375564, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.5413876858099416, 1.0453585912140784], [0.1827144754521469, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0752908271496547], [0.0, 0.0, 0.0], [0.0, 0.0, 1.0548917706590135]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.15779633785613673, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.4960778734134311, 0.8241592610111187], [0.11830790672192423, 0.0, 0.0], [0.0, 0.0, 0.0]]"
31,"[[-0.009304875875849512, 0.0, 0.033546584816959976], [0.0, 0.7501183416157587, 0.0], [0.0, 0.0963261273196854, 0.0]]","[[0.0, 0.02656198960878218, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.004537076496128111], [0.0, 0.7163966028627556, 0.0], [0.0, 0.001992015307876196, 0.32127439172037814]]","[[0.0, 0.9380671781826607, 0.0], [0.6393011218214154, 0.0, 0.0017276904702808445], [0.0, 0.0, 0.0017816865409019597]]","[[0.05935746638560321, 0.0, 0.053265835190548914], [0.0, 0.6282071371914174, 0.0], [0.0006337261826774753, 0.04532691591015673, 0.0]]","[[0.03368621965299707, 0.04292448595788733, 0.005238958155082298], [0.01006051539577321, 0.037838515335027516, 0.03297998188611211], [0.0, 0.0068666846425961495, 0.0]]","[[0.0, 0.0, 0.0], [0.01483912501616943, 0.6647232793838344, 0.0], [0.0, 0.0, 0.2404776190384128]]","[[0.0, 0.7957438586901674, 0.0], [0.573554702381303, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.5981600011662329, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.5977188024079918, 0.0], [0.0, 0.0, 0.2146172016944737]]","[[0.0, 0.7562404350078971, 0.0], [0.5587309652838084, 0.0, 0.0], [0.0, 0.0, 0.0]]"
32,"[[0.0, 0.0, 0.7486277290104828], [0.5595546048073562, 0.5807025278047588, 0.0], [0.0, 0.6658120891034159, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7976627446705702], [0.0, 0.7218769395307276, 0.0]]","[[0.0, 0.0, 0.029737001144500647], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.718871344488472, 1.158988911833508], [0.0, 0.0, 0.0], [0.0, 3.4669129248580384, 1.9757890647000076]]","[[0.0, 0.0, 0.4376085098632761], [0.36212296013078615, 0.35955299298711346, 0.0], [0.0, 0.4870921081218447, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.6763915829266148], [0.0, 0.6341982194119762, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.8479958178530461, 0.3823698522350657]]","[[0.0, 0.0, 0.3415564599635486], [0.35776975757974444, 0.30478174435964694, 0.0], [0.0, 0.38729531211329404, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.657132070217061], [0.0, 0.5870514804927891, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.03534408605541984, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.5896717858815002, 0.3657711499648167]]"
33,"[[0.5471174882283779, 0.7946585504133097, 0.0], [0.09819088453192788, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.604778614156989], [0.0, 1.2817764155860991, 0.0]]","[[1.149670386688154, 2.3788055095274117, 0.0], [0.8036762374325183, 0.0, 0.0], [0.0, 0.36616152144019576, 0.0]]","[[0.0, 0.0, 0.0], [0.048015585269904966, 0.09802371097036448, 0.0], [0.6870619596480597, 0.3929884538289769, 0.933213436365061]]","[[0.19553303449499856, 0.3531137884773074, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.5265967658188571], [0.0, 0.922429450073687, 0.0]]","[[0.585691397834801, 0.6453999146417723, 0.0], [0.20159986018236614, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.2965770686271825, 0.14329987005987707, 0.49994820744861135]]","[[0.2281567606678904, 0.37637037001142953, 0.0], [0.0, 0.0, 0.012330263928215084], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.48519105453653866], [0.0, 0.8101233724841318, 0.0]]","[[0.4668462531589501, 0.39777307826503044, 0.0], [0.029369356256065616, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.02084304918177246, 0.0], [0.2823236605122662, 0.13210750676871205, 0.4740478148107644]]"
34,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.855267740727837]]","[[0.0, 0.4760530056526821, 0.0], [0.0, 0.0, 0.0], [0.007172994906781589, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.45444909625111185, 0.0]]","[[0.24571253463582352, 0.0, 0.0], [0.0, 0.0, 0.10575662009843681], [0.08108335978175212, 0.0, 0.8608252224291085]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.770602134875671]]","[[0.0, 0.41912795405617836, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0005087312231509024], [0.0, 0.37180950378264654, 0.0]]","[[0.12477554065227031, 0.0, 0.0], [0.0, 0.0, 0.03698208805617604], [0.01813812067737597, 0.0, 0.6851630364301418]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.7155074688552749]]","[[0.0, 0.34142432171340265, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.33999033864416267, 0.0]]","[[0.13453606927161113, 0.0, 0.0], [0.0, 0.0, 0.017879011197723983], [0.0, 0.0, 0.6480343170522099]]"
35,"[[0.0, 0.0, 0.0], [0.0, 0.0, 1.237130746982324], [0.0, 0.7383835214012332, 0.26322044067051803]]","[[-0.0036960483698307246, 0.0, 0.0], [0.0, 0.0, 0.5527986343730316], [1.255925871848877, 0.0, 1.3166853323822778]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8379568684104868, 0.01919120479232124], [0.0, 0.0, 0.560270795098142]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.8083758603852691], [0.0, 0.5870976052017169, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.25634306112438693], [0.5506484821879101, 0.0, 0.45439320039382636]]","[[0.013063503148943131, 0.0, 0.014231825886708805], [0.0, 0.0, 0.0], [0.0013466543425020502, 0.0038394964820605186, 0.016909118830845414]]","[[0.0, 0.0, 0.0], [0.0, 0.7103607901228409, 0.0], [0.0, 0.0, 0.4435026264036862]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.701131997642071], [0.0, 0.5565498866185643, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.16059527655408976], [0.4969675275275675, 0.0, 0.3742998719465759]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.664943701861654, 0.0], [0.0, 0.0, 0.3926268478073124]]"
36,"[[0.0, 0.0, 0.0], [0.02569870735225395, 0.0, 0.0], [0.9514293596874013, 0.0, 0.0]]","[[0.0, 0.0, 0.43812293585518675], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 1.6168578083374565, 0.0], [0.0, 2.259888737269353, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.016191476308184436, 0.0], [0.0, 0.9106660367687865, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.019917666561063647], [0.5735294085000487, 0.0, 0.00423024707530222]]","[[0.0, 0.0, 0.37584244758110585], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.2907699493052625, 0.0], [0.0, 0.8573911553895064, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8237062395077801, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.41354096249221345, 0.0, 0.0]]","[[0.0, 0.0, 0.32858994857243556], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.05262323571114386, 0.0], [0.0, 0.6021842018503815, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8050630385880218, 0.0], [0.0, 0.0, 0.0]]"
