coefficients,di_exact,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[-0.6685975215892114, 1.3319281970529178, 0.0], [0.0, 0.0, -0.9428906370422657], [0.0, 0.0, 0.0]]]","[[0.768077307190664, 0.0, 0.0], [0.7558322596284949, 0.0, 0.0], [0.0, 0.2718670960709797, 0.0]]","[[0.5250919217450817, 0.0, 0.0], [0.5126884682457443, 0.0, 0.0], [0.0, 0.1583482173923764, 0.0]]","[[0.610766513724848, 0.0, 0.0], [0.6135217365440341, 0.0, 0.0], [0.0, 0.19826923122052398, 0.0]]","[[0.6915302390469681, 0.0, 0.0199958910045699], [0.6811101068143383, 0.0, 0.0], [0.0, 0.23442421399224148, 0.0]]"
"[[[0.3504841301983121, 0.0, 0.12329724989801605], [-1.0549130300835632, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.07906677753911023, 0.4247685357735748, 0.0], [0.0, 0.0, 0.0], [0.011148883688750248, 0.0, 0.0]]","[[0.045101904627642256, 0.33629626535102436, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.06002243828717717, 0.36574114974631255, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.04063372381647602, 0.3703107912554918, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[[-0.435402246354663, 0.0, -0.34960371911025245], [0.0, -0.7789346350503574, 0.0], [0.0, 0.0, 0.0]]]","[[0.11765521940146008, 0.0, 0.0], [0.0, 0.533268134914183, 0.0], [0.05528671471989547, 0.0, 0.0]]","[[0.05457584377893569, 0.0, 0.0], [0.0, 0.4710219285918967, 0.0], [0.0005320602330858236, 0.0, 0.0]]","[[0.06729833767028506, 0.0, 0.0], [0.0, 0.4945100014802546, 0.0], [0.02015037210442956, 0.0, 0.007210528178520124]]","[[0.08101664024108345, 0.0, 0.0], [0.0, 0.5170766412947695, 0.0], [0.09201572107563821, 0.0, 0.043215208019843174]]"
"[[[-0.5291182426621474, 0.0, 0.7083071180141775], [0.0, 0.0, 0.8038392885429203], [0.0, 0.0, 0.0]]]","[[0.23799022896374528, 0.0, 0.0], [0.0, 0.0, 0.0], [0.18677281323357156, 0.25895009027897686, 0.0]]","[[0.1486506931315999, 0.0, 0.0], [0.0, 0.0, 0.0], [0.11102768943527803, 0.18854860757260494, 0.0]]","[[0.14449906850532804, 0.0, 0.0], [0.0, 0.0, 0.0], [0.13697941617703502, 0.1955666149236073, 0.0]]","[[0.1340874302254945, 0.0, 0.0], [0.0, 0.0, 0.0], [0.12380987187453865, 0.19043845045739152, 0.0]]"
"[[[0.0, -1.3166816925722278, -0.6914609979565111], [0.0, -0.1738552060967665, -0.5474889456036781], [0.0, 0.0, -0.1542007113726239]]]","[[0.0, 0.0, 0.0], [0.5826437018623638, 0.017128344691889404, 0.0], [0.18169647583438808, 0.13381908703298, 0.012480536430287298]]","[[0.0, 0.0, 0.0], [0.39236552437903044, 0.0, 0.0], [0.04940972457374136, 0.06561135136428052, 0.0]]","[[0.0, 0.0, 0.0], [0.4774227254587518, 0.012198418585896304, 0.007637009466016351], [0.09139568932407864, 0.10115298177326884, 0.0]]","[[0.0, 0.0, 0.022643295700743214], [0.5064839338333722, 0.023037038797693424, 0.013335831139940166], [0.10990593704548589, 0.11103586285225374, 0.011710824978536013]]"
"[[[-0.5593804909597003, 0.0, 0.0], [1.857564601567475, 0.0, -0.9540743409689899], [0.0, 0.0, 0.0]]]","[[0.19384295829078665, 0.8913301602685698, 0.0], [0.0, 0.0, 0.0], [0.0, 0.3331264820016746, 0.0]]","[[0.09148286503774303, 0.4448136409527826, 0.0], [0.0, 0.0, 0.0], [0.0, 0.07538440894460846, 0.0]]","[[0.10640822010750799, 0.5348994454393718, 0.0], [0.0, 0.0, 0.0], [0.0, 0.1517918216747916, 0.0]]","[[0.11841481596637952, 0.6223759467431417, 0.00791814077453816], [0.0, 0.0, 0.010008356947603783], [0.011071775547639343, 0.23335617064162043, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [1.4913858586235023, 0.0, -0.5439152589559868]]]","[[0.0, 0.0, 0.5975052763165871], [0.0, 0.0, 0.0], [0.0, 0.0, 0.45495907886904885]]","[[0.0, 0.0, 0.40100696119644347], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2624981588771186]]","[[0.0, 0.0, 0.47225181131184407], [0.0, 0.0, 0.0], [0.0, 0.0, 0.31167784103411544]]","[[0.0, 0.0, 0.4942018760505502], [0.0, 0.0, 0.0], [0.0, 0.014104234255978391, 0.33316576052716596]]"
"[[[0.2880167051635096, 0.0, 0.0], [0.0, 0.0, 0.0], [0.9464238988388598, 0.0, 0.0]]]","[[0.05401001703150462, 0.0, 0.329071105928031], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.00865487429828298, 0.0, 0.24539843932065503], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.006091528691403634, 0.0, 0.26932088819845057], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.02139928384533692, 0.0, 0.2729084171056657], [0.0, 0.004736532082287351, 0.0], [0.0, 0.037350272525013065, 0.00394746671474412]]"
"[[[-0.6307503565008243, 0.0, -1.575549622998537], [-1.9250600040304973, 0.0, 0.5738604736959831], [0.0, 0.0, 0.0]]]","[[0.5958467843442239, 1.5148141834596438, 0.0], [0.0, 0.0, 0.0], [0.6114115507804103, 0.12747808362301263, 0.0]]","[[0.18319988236425208, 0.8456705306427209, 0.0], [0.0, 0.0, 0.0], [0.21836701119423033, 0.0, 0.0]]","[[0.20543116233689143, 0.9554659533161741, 0.0], [0.0, 0.0, 0.0], [0.30280221763023446, 0.0, 0.0]]","[[0.29731128574952004, 1.0646258019861767, 0.0], [0.0, 0.0, 0.0], [0.41403073469198093, 0.0, 0.0]]"
"[[[0.6645856967753784, 0.0, 0.0], [0.39351344365557994, 0.0, 0.0], [0.0, 0.0, -0.125595371881215]]]","[[0.283218990777021, 0.11779931802021563, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.007452534444077519]]","[[0.20252852422234735, 0.05886911055416759, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.23007248107130607, 0.09661048477690222, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0020528742713149493]]","[[0.27355391998509165, 0.1272115734906824, 0.014496298931020628], [0.005129848595683166, 0.01907612676689402, 0.0035698359895022717], [0.012214695225083826, 0.03837170623950527, 0.00255838427454997]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.6431575174214372, 0.15358542287794458]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.1517676845027658], [0.0, 0.0, 0.02351426282435189]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.10474740227852235], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.11761952968573106], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.02759191776922222, 0.1177887319699048], [0.0, 0.007321434889786581, 0.0396876090137086]]"
"[[[0.0, 0.0, 0.21947938428794367], [0.0, 0.0, 0.0], [1.410346001315578, 0.0, 0.2653970385728273]]]","[[0.0, 0.0, 0.5546677040257074], [0.0, 0.0, 0.0], [0.06940840357738447, 0.0, 0.10824242837565339]]","[[0.0, 0.0, 0.3659701854311049], [0.0, 0.0, 0.0], [0.009907538798312738, 0.0, 0.0]]","[[0.0, 0.0, 0.4047694156996403], [0.0, 0.0, 0.0], [0.037891253306638, 0.0, 0.007726956033497882]]","[[0.0, 0.0, 0.4559543167003087], [0.0, 0.011972292186971602, 0.0], [0.04810889412101223, 0.014796554887494056, 0.1004176930643451]]"
"[[[0.0, -0.33891085616314515, 0.0], [0.0, -0.3969574287092376, 2.323851522690659], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.3330150690574555, 0.395677593118694, 0.0], [0.0, 0.9540904728329238, 0.0]]","[[0.0, 0.0, 0.0], [0.2538236318509855, 0.0, 0.0], [0.0, 0.46997118723764425, 0.0]]","[[0.0, 0.0, 0.0], [0.25602163027210745, 0.03880435143775537, 0.0], [0.0, 0.5763838131382959, 0.0]]","[[0.0, 0.0, 0.0005310433660172997], [0.23981880946730835, 0.10021998408925303, 0.0], [0.0, 0.7318308117682555, 0.0]]"
"[[[0.0, -0.21462648037542767, 1.7708193308671207], [0.0, -0.5025267138966146, -0.24352439267460088], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.028220963326893105, 0.14642570936767837, 0.0], [0.7213705937845547, 0.02860377720167121, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.07246532105600853, 0.0], [0.4631463920540809, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.09633638151958496, 0.0], [0.5916499037711322, 0.025070852126465558, 0.014709124144520986]]","[[0.0, 0.0, 0.0], [0.0, 0.11222995872081437, 0.0], [0.6223472103586651, 0.00885970775771105, 0.005494398703810505]]"
"[[[-0.20030666279326123, 0.0, 0.0], [0.0, 0.30801600341541546, 0.0], [0.0, -2.6183550665346433, 0.0]]]","[[0.02415573405619392, 0.0, 0.0], [0.0, 0.04699684214552605, 1.0631130945900695], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0037404651256210428, 0.5080280947280843], [0.0, 0.0, 0.0]]","[[0.007855910109570536, 0.0, 0.0], [0.0, 0.014797223863322828, 0.6581795522781269], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.053067584327324197, 0.7977108313142527], [0.0, 0.009691733873692772, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [2.3828943636455127, 0.0, 0.43489392918444864]]]","[[0.0, 0.0, 0.9709192765307392], [0.0, 0.0, 0.0], [0.0, 0.0, 0.47754802958495246]]","[[0.0, 0.0, 0.5108749794605444], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0691141695079022]]","[[0.0, 0.0, 0.6265871076482651], [0.0, 0.0, 0.0], [0.0, 0.0, 0.1626303838211744]]","[[0.0, 0.00020525664084623522, 0.7556664537527029], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2777481424541497]]"
"[[[0.0, 0.0, 0.0], [-1.8243085034395823, 0.0, -1.2642261406052746], [0.0, -0.5159577158718053, 0.0]]]","[[0.0, 0.7493887545342487, 0.0], [0.0, 0.0, 0.7601125370793514], [0.0, 1.0460736449778254, 0.0]]","[[0.0, 0.20814050839027273, 0.0], [0.0, 0.0, 0.6272752484587077], [0.0, 0.539401510609385, 0.0]]","[[0.0, 0.32494895221409553, 0.0], [0.0, 0.0, 0.6927170054046126], [0.0, 0.6364276336094382, 0.0]]","[[0.014522281295876394, 0.4743382943913038, 0.0], [0.0, 0.0, 0.7585764177091877], [0.0025423538218584917, 0.7477461227211226, 0.0]]"
"[[[-0.24779332963335388, 0.0, 0.0], [0.0, 0.0, 0.5838007132766392], [0.357839574182209, 0.0, 0.0]]]","[[0.036080491912086565, 0.0, 0.06003280388535951], [0.0, 0.0, 0.0], [0.0, 0.1755847291563409, 0.0]]","[[0.0009413398452598954, 0.0, 0.03164507802083089], [0.0, 0.0, 0.0], [0.0, 0.11859688616996049, 0.0]]","[[0.007306530699323248, 0.0, 0.05667597903147847], [0.0, 0.0, 0.0], [0.0, 0.1489519366055315, 0.006042240680872509]]","[[0.010500164925141631, 0.0, 0.09322778000824464], [0.0, 0.015513590495497614, 0.020056457456781616], [0.010881650097549829, 0.16962097784973285, 0.040972580691115056]]"
"[[[0.0, -1.046398355415004, 0.0], [0.27127081892759636, 0.0, -0.520508702145621], [0.0, 0.45065554473326386, 0.0]]]","[[0.0, 0.1215212867779588, 0.0], [0.569841810135088, 0.0, 0.132770181545562], [0.0, 0.1638476207037321, 0.0]]","[[0.0, 0.04207957456417639, 0.0], [0.44883491065811015, 0.0, 0.08305215254397083], [0.0, 0.07021125391405868, 0.0]]","[[0.0, 0.04110963483082148, 0.0], [0.5099391756892643, 0.0, 0.10484045149725048], [0.0, 0.0917387336646006, 0.0]]","[[0.0, 0.11002059508363009, 0.018316298756112737], [0.5422869822161913, 0.0, 0.12335312283022688], [0.0, 0.14328403731445227, 0.0]]"
"[[[0.5966127409982463, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.20352146712989203, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.16995850913390514, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.19399626170601925, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.17263244843133893, 0.009500776198911237, 0.0], [0.0, 0.008148041916292663, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 1.9326539677844476, 0.0], [0.0, -0.8101514092843513, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [1.2668944415706753, 0.6043270176576894, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.4540395235202557, 0.19565763679383266, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.552254640865804, 0.22066563066174913, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.01594468564080362], [0.6220359568548048, 0.23154031913670417, 0.0019198226018328545], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.612957598154482, 0.9220999515743522], [-1.1036352576657227, 0.0, 0.0], [0.8731090416290831, 0.0, 0.0]]]","[[0.0, 0.6626566793345742, 0.5222547566077363], [0.4331714635882935, 0.0, 0.0], [0.6246620319089902, 0.0, 0.0]]","[[0.0, 0.5123339351098695, 0.40302546959871005], [0.1139101357018565, 0.0, 0.0], [0.2322633924663959, 0.0, 0.0]]","[[0.0, 0.5438009413704722, 0.41147859972359435], [0.17533234756105362, 0.0, 0.0], [0.2813991114185519, 0.0, 0.0]]","[[0.0, 0.5958278114402049, 0.4765989083520206], [0.24801525822492312, 0.0, 0.0], [0.3657442195334866, 0.0, 0.0]]"
"[[[1.6533262623101854, -0.9702374955944284, 0.0], [0.8287464389361721, -0.1308971872122109, 0.0], [0.0, 0.0, -0.660993836022002]]]","[[2.2256756485844997, 1.5858063452795634, 0.0], [1.4686536842538163, 0.10551779318130146, 0.0], [0.0, 0.0, 0.2819025885577418]]","[[0.6877728242965474, 0.4840695940155711, 0.0], [0.047550371459440195, 0.0, 0.0], [0.0, 0.0, 0.13522988745193712]]","[[0.8438640432829815, 0.5416905009523022, 0.0], [0.1760804224320933, 0.0, 0.0], [0.0, 0.0, 0.17915605818560273]]","[[1.0021474805407242, 0.5948962160043215, 0.0], [0.32325487372924744, 0.0, 0.0], [0.0, 0.0, 0.18924329289171551]]"
"[[[-0.6642357926338897, -0.3362992737924105, 0.0], [-0.28938780619199755, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.34384719380887946, 0.06497868601860757, 0.0], [0.05171784714677511, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.26878438291038165, 0.016587589172319558, 0.0], [0.00726041668387576, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.2918826821939003, 0.03484007922266485, 0.0], [0.029230951963862335, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.32546299624453673, 0.07256677073532639, 0.0], [0.027600627363177244, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, -0.22937594145857743, 0.0], [-0.8748771265785666, 0.0, 0.0]]]","[[0.0, 0.0, 0.2610511244080791], [0.0, 0.020365489462252865, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.2005836211887476], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.22049783076854723], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.2533753679754111], [0.0058803807713309715, 0.0107743973960814, 0.0], [0.0, 0.0, 0.0]]"
"[[[-0.6420529899644262, 0.0, 0.34129704279704287], [0.0, 0.0, 0.0], [0.4860210223256525, 0.0, 0.6190006757954225]]]","[[0.3279199398524613, 0.0, 0.23016015201389925], [0.0, 0.0, 0.0], [0.13475980540259266, 0.0, 0.34500165780551223]]","[[0.25075696835468, 0.0, 0.1600303742889924], [0.0, 0.0, 0.0], [0.057770136929880644, 0.0, 0.28097285574526865]]","[[0.31149379088495976, 0.0, 0.201389938673761], [0.0, 0.0, 0.0], [0.08831364189769635, 0.0, 0.301664400338855]]","[[0.31162717063997863, 0.0, 0.18780209777579873], [0.0, 0.0, 0.0], [0.08257058131444066, 0.0, 0.29477005877179474]]"
"[[[-0.1812892559062345, 0.0, 0.8014252569257007], [0.0, 0.0, 0.0], [0.0, 0.7708542391042947, 0.0]]]","[[0.04281295780310139, 0.0, 0.0], [0.0, 0.0, 0.20639557762789637], [0.37655776268775193, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.13872640474362274], [0.29947762358840685, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.005203574357877719, 0.1752967503205924], [0.3272000657723294, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.023941982609883065, 0.24152805087638024], [0.3608156437354013, 0.008832745583772872, 0.0]]"
"[[[0.34405800638791734, 0.0, 0.0], [-0.4512902900955043, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.05060623275131137, 0.09795875488312357, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.011746424847735684, 0.05465024304042294, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0025783440364484985, 0.023032450403632204, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.02140361077656396, 0.06257637851625845, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.3411687371886055, 0.0, 0.0], [-1.116758560439112, 0.0, 0.0], [-0.7407027018359839, 0.0, 0.0]]]","[[0.06763073182604039, 0.4547929964626454, 0.2463667375584563], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.04009375450973149, 0.35690746528473866, 0.16487687981409516], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.06437027581593473, 0.4032020517774906, 0.1948691296811117], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.09517257733974531, 0.45981540189562287, 0.2514511002558141], [0.0, 0.0, 0.0], [0.0, 0.0, 0.008734703381768133]]"
"[[[0.0, -0.8570478276949633, -1.61437979147891], [0.5103936820637758, -0.7756115797056308, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.450886994409428, 0.0], [0.5743500466543191, 0.5575377770376851, 0.0], [0.5970287099943619, 0.0, 0.0]]","[[0.0, 0.2761030525034982, 0.0], [0.2993169851468368, 0.39981011112367437, 0.0], [0.2892176908592591, 0.0, 0.0]]","[[0.0, 0.3309443996396986, 0.0], [0.36487266802902535, 0.455849796706036, 0.0], [0.380172437493109, 0.0, 0.0]]","[[0.0, 0.39419017488257024, 0.0], [0.43590579639624977, 0.5061562321855729, 0.014214271125671816], [0.4607171193419383, 0.0, 0.0]]"
"[[[0.0, -1.416987496991464, 0.0], [0.0, 0.0, -0.5942990202882383], [0.0, -0.5128740223284052, 0.0]]]","[[0.0, 0.0, 0.0], [0.7292266148448439, 0.0, 0.1745233312780413], [0.0, 0.18221822070451352, 0.0]]","[[0.0, 0.0, 0.0], [0.5330807150603518, 0.0, 0.09826278711955753], [0.0, 0.08130524714640663, 0.0]]","[[0.0, 0.0, 0.0], [0.6004203300304876, 0.0, 0.1185849221382985], [0.0, 0.102730643312196, 0.0]]","[[0.0, 0.0, 0.0012471333938291066], [0.7060909680868598, 0.012174250588635822, 0.20010236465373243], [0.0, 0.14330487115267987, 0.022429048198940985]]"
"[[[-0.3781169288041742, -0.5633056138889321, 0.0], [0.0, 0.0, 0.0], [0.0, -0.9003557462957709, 0.0]]]","[[0.07932587887316253, 0.0, 0.0], [0.1220056070116697, 0.0, 0.3137245200150425], [0.0, 0.0, 0.0]]","[[0.023946078885763146, 0.0, 0.0], [0.07461448805931715, 0.0, 0.22672150570514543], [0.0, 0.0, 0.0]]","[[0.034607762316312775, 0.0, 0.0], [0.08263750414494632, 0.0, 0.2660536860303275], [0.0, 0.0, 0.0]]","[[0.06413322477653546, 0.0, 0.0], [0.13327332458040508, 0.0, 0.3141724749001152], [0.0, 0.0027555464520397244, 0.0]]"
"[[[0.0, 0.0, 0.0], [-0.25506905243444444, -0.37455530575417273, 0.0], [0.0, -0.46234955673239886, 0.0]]]","[[0.0, 0.03594688043920357, 0.0], [0.0, 0.06686655429691614, 0.12824931861258787], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.016448791363533524, 0.06465981487790715], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.008253108274485504, 0.0719996425801452], [0.0, 0.0, 0.0]]","[[0.0, 0.04276143044324443, 0.0019299441654699074], [0.0, 0.05896413910747779, 0.11470782551691772], [0.005392000535314797, 0.0, 0.0036924055698716127]]"
"[[[0.0, 1.0909041191180597, -0.1299712688761955], [0.2656278513200507, 0.0, -0.4409192674903373], [0.0, 1.1329280964216193, 0.602836231385256]]]","[[0.0, 0.08124312328036512, 0.0], [0.5789599174657882, 0.0, 0.585615257624944], [0.03285635933445304, 0.2939665858470278, 0.46824867008762405]]","[[0.0, 0.0, 0.0], [0.35475707549329033, 0.0, 0.32731435929621666], [0.0, 0.15029295815590055, 0.1828513781497636]]","[[0.0, 0.014727798798737677, 0.0], [0.38758180770880063, 0.0, 0.37683599696865394], [0.0, 0.16247840251883638, 0.24030379679312625]]","[[0.0, 0.05235890762917478, 0.0], [0.4711274610312551, 0.021659700063934428, 0.4623882810738004], [0.0, 0.20886355321146582, 0.2863466250339267]]"
"[[[0.0, -1.682837555678471, -0.5354100713077364], [0.0, 0.0, 0.0], [0.0, 0.2848628563783213, 0.6543069603684785]]]","[[0.0, 0.0, 0.0], [0.6530930577415668, 0.0, 0.04391431589164535], [0.23539406283575595, 0.0, 0.32508063146800004]]","[[0.0, 0.0, 0.0], [0.38573320532761785, 0.0, 0.0], [0.024130664422936238, 0.0, 0.21233314940356376]]","[[0.0, 0.0, 0.0], [0.4617107657736324, 0.0, 0.0], [0.07220987409090082, 0.0, 0.24430943221658605]]","[[0.0, 0.0, 0.0], [0.5252796865284065, 0.010620919998034287, 0.009209573246041148], [0.11229474771911226, 0.0036052583441585624, 0.27352729640155443]]"
"[[[-0.8572334485925571, 0.0, 0.0], [2.224999000144727, -0.6381702070628485, 0.0], [-0.1610914591340029, 0.0, 0.0]]]","[[0.7417266292814441, 1.5352782285460764, 0.04794622298765145], [0.0, 1.9718833965086988, 0.0], [0.0, 0.0, 0.0]]","[[0.15480091217266842, 0.2912383057867072, 0.0], [0.0, 0.7163693704490082, 0.0], [0.0, 0.0, 0.0]]","[[0.21215479536264742, 0.4562218802853037, 0.0], [0.0, 0.8436517988622408, 0.0], [0.0, 0.0, 0.0]]","[[0.2959731646769394, 0.6134452703069445, 0.0], [0.0, 0.9939895155740133, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.20038084698437195, 0.2052781368933842, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]]","[[0.01597579494716543, 0.0, 0.0], [0.015611221743498533, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.013083060322970623, 0.00025399554589020654, 0.029107083957243485], [0.00943458649563398, 0.042530089107232286, 0.016679833486840084]]"
"[[[0.0, -0.36772866735094356, 0.0], [0.46368082583755876, 1.0745709554067702, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.19403026256044004, 0.0], [0.3689038102684984, 1.0918309650844447, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.16982556123663464, 0.6802508423175302, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.01008059566387765, 0.0], [0.1830403848219774, 0.7137298822424059, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0770776211077875, 0.0], [0.20640542348804095, 0.7784642485737363, 0.0], [0.0, 0.0, 0.0]]"
"[[[0.0, 0.7615037728190983, 0.0], [0.0, -0.39899065311727455, 0.706061298619415], [0.0, -1.131524679990055, 1.3705838300654154]]]","[[0.0, 0.0, 0.0], [0.5709124361731038, 0.18861945284291073, 0.837990643537576], [0.0, 0.8169808652978516, 1.3838520984853437]]","[[0.0, 0.0, 0.0], [0.16157601564357219, 0.0, 0.13028968327388538], [0.0, 0.3615824919034356, 0.6035278893939905]]","[[0.0, 0.0, 0.0], [0.20160685558406466, 0.02093269306994766, 0.24515543747087098], [0.0, 0.39500488963743424, 0.7100229261835227]]","[[0.0, 0.0, 0.0], [0.2166940984355408, 0.05008658059163788, 0.3051753668493289], [0.0, 0.43626285909034496, 0.8099377569738855]]"
"[[[0.0, -0.9382563264104354, 2.361921875948977], [0.0, 0.8770356484506285, 0.0], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.7954068336244153, 0.7235201169214509, 0.0], [0.9469457954422457, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.18211631882780097, 0.46103233103382385, 0.0], [0.32132906228433533, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.2693479405166591, 0.5050498730854125, 0.0], [0.4630246126629118, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.37756285983734356, 0.516712298952981, 0.0], [0.5713407791349884, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.10699822765376425, 0.24822958679675888], [0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0], [0.0, 0.007437124703525466, 0.0], [0.0, 0.03162353985454139, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0053067241147185685, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.03482388289626886, 0.001659839080302491]]"
"[[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 1.7670430578055232, 0.5333103103641476]]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.7463192963774526], [0.0, 0.0, 0.5006356116410547]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.4541766251614646], [0.0, 0.0, 0.22885200932167282]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.555437780417905], [0.0, 0.0, 0.33783184000642824]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.6228264018082753], [0.02493361711808971, 0.0, 0.42954297036065453]]"
"[[[-0.46496567069082434, -1.005548800573946, 0.0], [0.0, 0.0, 0.0], [1.4619832813769136, 0.46185288690715914, 0.0]]]","[[0.18846734989655306, 0.0, 0.9134983318614428], [0.3836931654310316, 0.0, 0.10750970188481515], [0.0, 0.0, 0.0]]","[[0.029793485926812892, 0.0, 0.5757681637539456], [0.2232434560083895, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.061716924504393395, 0.0, 0.670367033538131], [0.2707993201082156, 0.0, 0.005581703422972367], [0.0, 0.0, 0.0]]","[[0.10738432948114258, 0.007697094248383787, 0.7360697203787083], [0.33932794158726043, 0.03783290512677088, 0.04699141738734774], [0.0, 0.012595522052637514, 0.0]]"
