coefficients,di_exact,kde,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[0.0, 0.21270874195719852, 0.0, 0.0, -1.0938785407348646], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2763170342526325]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.02003163484024169, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.41494083131485354, 0.0, 0.0, 0.0, 0.04708048182879833]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2749531713355412, 0.0, 0.0, 0.0, 0.007086550811506459]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2997217595226367, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.025140905660104403, 0.0], [0.0, 0.0, 0.0, 0.013449155202485774, 0.0], [0.005862122147765645, 0.0, 0.0, 0.029822851287394012, 0.0], [0.0, 0.006270936089109655, 0.0, 0.002887893654335222, 0.0], [0.34547732704998274, 0.0, 0.0, 0.01723432140651074, 0.03663205844613504]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [-1.2277176227133526, -0.7123127962502107, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, -2.160158362563757, 0.0, 0.0, 0.0], [0.0, -0.19766432488958177, 0.0, 0.0, 0.0]]]","[[0.0, 0.43353219709236607, 0.0, 0.0, 0.0], [0.0, 0.6352831176776218, 0.0, 1.6284712508005785, 0.10381852955257354], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09727865723655067, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.16106845731703603, 0.0, 0.0, 0.0], [0.0, 0.1898320251205555, 0.0, 0.757945550725419, 0.01300597581117192], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.21201134307703848, 0.0, 0.0, 0.0], [0.0, 0.232482344632408, 0.0, 0.8517939675133447, 0.03330719844498454], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.24678660753010026, 0.0, 0.0, 0.0], [0.0, 0.26011928060709505, 0.0, 0.9423128851213464, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.322910163166732, 0.0], [-0.9898732409858797, 0.0, 0.0, 1.772508301393298, 0.0], [0.0, 0.0, 0.0, 0.13994473042916053, 0.0], [0.0, -0.5162716179401199, -1.2809879457656534, 0.0, 0.0]]]","[[0.0, 0.0, 0.3312247679492823, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2608004185822002], [0.0, 0.0, 0.0, 0.0, 1.1177828039440412], [0.0, 0.5112165513057495, 0.7234139925559812, 0.003779895150700922, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.034388314523126774], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.03227661841507982, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6065351423270551], [0.0, 0.22233047301567194, 0.23694015196408424, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.06203712988603328, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.6556718249189242], [0.0, 0.2670232957536302, 0.3037309031275202, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.09798899729897825, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.005880638465906034], [0.0, 0.0, 0.0, 0.0, 0.7017735531568756], [0.0, 0.31567678400758237, 0.36167845913795393, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.20627639015367952, 0.0, -0.8180298549013679], [0.0, -0.2950586176781739, 0.0, -0.2485340036764491, 0.1773849130074649], [0.0, 0.6261787217109627, 0.0, -0.511091800072381, 0.24118483442869668], [-0.8943226345889146, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.29289888920887996], [0.0, 0.0, 0.08098257876332325, 0.28586662108910904, 0.0], [0.0, 0.022046245354833644, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0759277895577628, 0.269317977890532, 0.0], [0.0, 0.3968467854510267, 0.019066485214682412, 0.031619971433739236, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.1432010666251393], [0.0, 0.0, 0.030347903272137194, 0.19268620613574483, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.014491612364719436, 0.18616083021341373, 0.0], [0.0, 0.27044534007099014, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.1942015682017787], [0.0, 0.0, 0.049121484576484756, 0.20808934526338038, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.010745344432474468, 0.18587507285174076, 0.0], [0.0, 0.28902396737315095, 0.0, 0.0, 0.0]]","[[0.0016445086283323016, 0.0, 0.0, 0.0, 0.23891589164672375], [0.00803539738754745, 0.0, 0.07797632325945832, 0.22744777759312554, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.042371737314711194, 0.22552867285800376, 0.0], [0.0, 0.34189379997212577, 0.011356200168423336, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.3554654822625447, 0.0, -1.707577138017795], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5159760444194791, 0.0, -0.5160885638325704, 0.0], [0.0, 0.0, -1.006536573933678, 0.0, 0.32200701386866787]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11326954628948584, 0.0], [0.057241977619130836, 0.0, 0.0, 0.0, 0.37019330148025364], [0.0, 0.0, 0.0, 0.2111210060594438, 0.0], [1.033065514713023, 0.0, 0.0, 0.0, 0.09869186010751803]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.004243392814859708, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.020275714012373505, 0.0], [0.0, 0.0, 0.0, 0.0, 0.17343991242096804], [0.0, 0.0, 0.0, 0.11089644662937057, 0.0], [0.6297933018398757, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03034490160813133, 0.0], [0.0, 0.0, 0.0, 0.0, 0.20693079626321786], [0.0, 0.0, 0.0, 0.14881097628729284, 0.0], [0.7075232445726602, 0.0, 0.0, 0.0, 0.01020940647810446]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0008553701696522073, 0.01143068166281394, 0.0634216410069898, 0.0], [0.0, 0.0, 0.0, 0.0, 0.27513158700940904], [0.0, 0.008324359806299678, 0.0, 0.1786231461274697, 0.0], [0.7691121742500125, 0.0, 0.001334071037883917, 0.0, 0.03833324454837298]]"
"[[[-0.1867943411370986, 0.0, 0.0, -0.8137809729219736, 0.2750527660700816], [0.38312174891303397, 0.0, 0.0, 0.0, 0.0], [-0.39928356701904705, 0.0, 0.0, 0.0, 0.0], [0.3394738184909786, -0.2970524670828169, 0.46679008081929285, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6994774422897011, 0.0]]]","[[0.05476937694661471, 0.19214277211381353, 0.19087322504486678, 0.15835085849899985, 0.0], [0.0, 0.0, 0.0, 0.0647607341064003, 0.0], [0.0, 0.0, 0.0, 0.15572807537969105, 0.0], [0.47364839993234825, 0.0, 0.0, 0.0, 0.349488219643818], [0.08540280343885909, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.09319054581925493, 0.07000911663250364, 0.042548942856933544, 0.0], [0.0, 0.0, 0.0, 0.005761811020433165, 0.0], [0.0, 0.0, 0.0, 0.06845745186811684, 0.0], [0.28684341781442124, 0.0, 0.0, 0.0, 0.20968930110146522], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.09280448540384724, 0.07775197395888875, 0.04266939999692705, 0.0], [0.0, 0.0, 0.0, 0.017013062257183634, 0.0], [0.0, 0.0, 0.0, 0.08979956568652787, 0.0], [0.3104745077006838, 0.0, 0.0, 0.0, 0.2230834139780758], [0.0015949999741817203, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.1269585439943339, 0.10120923745988598, 0.052208482223905346, 0.0], [0.0, 0.0, 0.0, 0.02939965536777834, 0.0], [0.0, 0.0, 0.0, 0.10314857653454575, 0.0], [0.3574855715795342, 0.0, 0.0, 0.0, 0.245851081540467], [0.02665950363463977, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, -0.6997037151664603, 1.6289368112113436, 0.0, 0.0], [-0.23200097474927106, 0.0, 1.1074252752812135, 0.0, 0.0], [0.0, -0.5050173669697074, 1.2679174006135854, 0.0, 0.822043886557487], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.34198885580287025, 0.0, 0.0, 0.0], [0.8333698305598486, 0.0, 0.5989234685752344, 0.0, 0.0], [1.6981619325516655, 1.3406513363270944, 1.4905654468906058, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.25279397690133376, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.025736560997632874, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5178238861545097, 0.423134387081279, 0.3967784103231388, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.021867564476686786, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.02481168839480633, 0.0, 0.0, 0.0, 0.0], [0.6034044615609426, 0.4915353478854176, 0.47896211890025675, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.04822774230282246, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.06973722367041724, 0.0, 0.01325622178258587, 0.0, 0.0], [0.6710818179733584, 0.524335251589903, 0.5525000623950996, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.07798495144157432, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.5243561250739975, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.268928383611548, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.330598673333791], [0.978350787430727, 0.0, 0.0, -0.6678423498629215, -0.34602708207691885]]]","[[0.0, 0.0, 0.0, 0.0, 0.3730726354911944], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.019738108345223306, 0.0, 0.0], [0.11579377765564365, 0.0, 0.0, 0.0, 0.24494461173613247], [0.0, 0.0, 0.0, 0.16235564733235028, 0.1557106218179243]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.22635082740301785], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0667712977081087, 0.0, 0.0, 0.0, 0.09641632902747485], [0.0, 0.0, 0.0, 0.09319315499313424, 0.011282542578173118]]","[[0.0, 0.0, 0.0, 0.0, 0.2601935161629619], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.07740914193013132, 0.0, 0.0, 0.0, 0.12576288705488045], [0.0, 0.0, 0.0, 0.09214387955810492, 0.019416627616702698]]","[[0.0, 0.0, 0.0, 0.0, 0.28530734854188944], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.019240561334973025, 0.0, 0.0], [0.09194636607138736, 0.0, 0.0, 0.0, 0.17560701235728532], [0.0, 0.0, 0.0, 0.10835937420781977, 0.05348662716130345]]"
"[[[-0.354753763250869, 0.0, 0.0, 0.8086151682784875, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.18502944686583755, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.1299111863926981, 0.0, 0.0, 0.04924799877595814, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.3020071205963505, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.04856804104365633, 0.0, 0.0, 0.011695880458013874, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.20523005870930006, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.06520483829778083, 0.0, 0.0, 0.0073564677591049735, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2277081404785505, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.09548369505594316, 0.0, 0.0, 0.030689102100988026, 0.0], [0.0, 0.009577196618912273, 0.0038145854829023315, 0.0, 0.0], [0.0, 0.005045857752713266, 0.0, 0.0, 0.0], [0.25198943687000275, 0.0, 0.0012276099400390327, 0.0, 0.02098037480956087], [0.0, 0.0, 0.0, 0.003640039224389672, 0.031197171586577456]]"
"[[[0.0, -0.7794461361769894, -1.145454264529931, 0.0, 0.0], [0.0, 0.3626139722039143, 0.0, 0.0, -0.7189312141617045], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.3530505874889995, 0.0, 0.0], [0.0, 0.35990488746231813, 0.0, 0.0, 0.22331094095877027]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.39309206686325493, 0.12518911623322246, 0.0, 0.0, 0.09060560953871795], [0.40193537621054726, 0.0, 0.0, 0.5294742564027731, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.25741684060415443, 0.0, 0.0, 0.044993204976962554]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.19885521210573096, 0.042188134074918206, 0.0, 0.0, 0.026478744847653682], [0.18297552331334288, 0.0, 0.0, 0.2752481476215318, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.14658885688245432, 0.0, 0.0, 0.0019015939680640075]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.20956526794241523, 0.052476870616222554, 0.0, 0.0, 0.040020324008713984], [0.23169278121414433, 0.0, 0.0, 0.3247314884761426, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.15431361624234494, 0.0, 0.0, 0.008159941171903402]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.2509638248616046, 0.07067885519284973, 0.0, 0.0, 0.02735094061166202], [0.2673787504652307, 0.0, 0.0, 0.39946965352818625, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.19596175712083236, 0.0, 0.0, 0.0011083607033278624]]"
"[[[0.5222949284230581, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.1954644288137806, 0.0, 0.0], [0.0, 1.3210588547140134, 0.0, 0.0, 0.0]]]","[[0.12569504409167628, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5518889938411642], [0.0, 0.0, 0.0, 0.48824883892070625, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.053079204336123766, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3217435220358083], [0.0, 0.0, 0.0, 0.29169684063290463, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.08670767164986154, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.36585960828961694], [0.0, 0.0, 0.0, 0.34295376232709, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.07609548348618643, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.4005454802697974], [0.0, 0.0, 0.0, 0.37553160036642874, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.3355768581510702, 0.0, 0.0], [0.0, 0.0, 0.0, 1.041236001337735, 0.0], [0.0, 0.0, -0.6889921247721842, 1.0365284503091379, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.5695859351890679, 0.8843462837936953, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.23277282710730862, 0.0, 0.5200541118116375, 0.0, 0.46669367128802236], [0.0, 0.3858386951559164, 0.36055430510224035, 0.0, 0.28273376283265045], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0684284989232932, 0.0, 0.15305763421907073, 0.0, 0.1312026965206631], [0.0, 0.21073616661080863, 0.18550760096229604, 0.0, 0.13154050539400278], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.053971215515755976, 0.0, 0.17954735938162264, 0.0, 0.16694104495603485], [0.0, 0.23810304616867334, 0.21091975447167513, 0.0, 0.14705918832886564], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.09623585824514257, 0.0, 0.21996612141573357, 0.0, 0.19130454853658524], [0.0, 0.28056389786576275, 0.249761382870583, 0.0, 0.20229035156347444], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.8739471807548831, 0.0], [-1.0239755163418662, 0.0, -0.2580960157366909, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.35104554697286244, 0.0, 0.0, -0.4052102969025537], [-0.5051009330983482, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.6144603194882743, 0.0, 0.0, 0.168735818670025], [0.0, 0.0, 0.0, 0.17148244597659887, 0.0], [0.0, 0.043345383876496536, 0.0, 0.0, 0.0], [0.3775436935281112, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11098040737177642, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.4435953071134885, 0.0, 0.0, 0.12234627710479004], [0.0, 0.0, 0.0, 0.07440114662573859, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.24943823098036016, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03980209509955402, 0.0]]","[[0.0, 0.48894354729952744, 0.0, 0.0, 0.12428753613108516], [0.0, 0.0, 0.0, 0.08936008403385633, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2745928265181756, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.04294700504397948, 0.0]]","[[0.0, 0.5352363346199055, 0.0, 0.0, 0.13581678302716224], [0.0, 0.0, 0.0, 0.10507030919760023, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.30200784228113037, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05143531873884904, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3340470978571553, 1.8887687250761291, -1.913580835722927], [0.0, 0.15267549676975983, -0.10482533938738657, 0.0, 0.12368607920852256], [0.0, 0.0, 0.40954807341839566, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.08670763206003791, 0.0, 0.0], [0.0, 0.05945183747453353, 0.004819720507194527, 0.08235999313806627, 0.0], [0.0, 0.8601123377451453, 0.0, 0.0, 0.0], [0.0, 0.772826142743767, 0.0113633920299467, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.02449713605144262, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03316569849470212, 0.0], [0.0, 0.2976793559531653, 0.0, 0.0, 0.0], [0.0, 0.22473946628747804, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.023585965600841242, 0.0, 0.0], [0.0, 0.0, 0.0001766151390420169, 0.03761240750699197, 0.0], [0.0, 0.37793366756755364, 0.0, 0.0, 0.0], [0.0, 0.31234956951778214, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.022806060587333726, 0.0], [0.0, 0.4237200982733972, 0.0, 0.0, 0.0], [0.0, 0.37619667413573327, 0.0, 0.0, 0.0]]"
"[[[0.0, 2.5373631549598588, -0.827561634316242, 0.4567304923745646, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.11164189453892948, 0.0, 0.0], [0.0, 0.23470804852909088, 0.5391736879839298, 0.0, 0.0], [0.0, 0.0, 0.0, 0.522609990299899, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.9684239751872231, 0.0, 0.0, 0.02752435692149671, 0.0], [0.24151891332163336, 0.0, 0.008757767937719615, 0.11206353273063505, 0.0], [0.12453536398485343, 0.0, 0.0, 0.0, 0.1567209850052999], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.35797923186866293, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.04989882902190422, 0.0], [0.0, 0.0, 0.0, 0.0, 0.10126625102956067], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.45515342925027336, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06379829431446363, 0.0], [0.0, 0.0, 0.0, 0.0, 0.12543165540944637], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.5316105795544602, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.067100720029464, 0.0], [0.0, 0.0, 0.0, 0.0, 0.11921176441851189], [0.0, 0.0, 0.0, 0.0, 0.0]]"
